name,price,link,company,product_seq,image,category,cooling_type,aircool_form,tdp,intel_socket,amd_socket,fan_size,fan_count,airflow,noise,width,length,height,radiator,radiator_length,radiator_thickness,hose_length,feature,as_years,reg_date,bookmark
PCCOOLER PALADIN 400 (BLACK),29470.0,https://prod.danawa.com/info/?pcode=14110475&cate=11236855,PCCOOLER,14110475,//img.danawa.com/prod_img/500000/475/110/img/14110475_1.jpg?shrink=330:*&_v=20230627163058,CPU 쿨러,0.0,0.0,200,7,3,130,1,81,28.6,130.0,,157,,,,,2,2,202105,
DEEPCOOL AG400,23000.0,https://prod.danawa.com/info/?pcode=17221538&cate=11236855,DEEPCOOL,17221538,//img.danawa.com/prod_img/500000/538/221/img/17221538_1.jpg?shrink=330:*&_v=20220701140154,CPU 쿨러,0.0,0.0,200,7,3,120,1,75.89,31.6,125.0,,150,,,,,2,1,202206,
잘만 CNPS9X PERFORMA (BLACK),19110.0,https://prod.danawa.com/info/?pcode=17658305&cate=11236855,잘만,17658305,//img.danawa.com/prod_img/500000/305/658/img/17658305_1.jpg?shrink=330:*&_v=20230713100947,CPU 쿨러,0.0,0.0,200,7,3,120,1,61.36,28,122.0,,157,,,,,2,,202208,
앱코 타이폰 120X5,32000.0,https://prod.danawa.com/info/?pcode=17393768&cate=11236855,앱코,17393768,//img.danawa.com/prod_img/500000/768/393/img/17393768_1.jpg?shrink=330:*&_v=20230502155839,CPU 쿨러,0.0,0.0,200,519,7,120,1,66,29.7,122.0,,154,,,,,2,2,202207,
쿨러마스터 HYPER 620S ARGB,39000.0,https://prod.danawa.com/info/?pcode=19690001&cate=11236855,쿨러마스터,19690001,//img.danawa.com/prod_img/500000/001/690/img/19690001_1.jpg?shrink=330:*&_v=20230407154257,CPU 쿨러,0.0,1.0,,7,3,120,2,71.93,27.2,125.0,,154.9,,,,,3,2,202304,
DEEPCOOL LS720 ARGB (BLACK),176630.0,https://prod.danawa.com/info/?pcode=17057594&cate=11236855,DEEPCOOL,17057594,//img.danawa.com/prod_img/500000/594/057/img/17057594_1.jpg?shrink=330:*&_v=20230627163401,CPU 쿨러,1.0,,,423,163,120,3,85.85,32.9,,,,3.0,402,27,410,579,5,202205,
DEEPCOOL AG620,48200.0,https://prod.danawa.com/info/?pcode=17450348&cate=11236855,DEEPCOOL,17450348,//img.danawa.com/prod_img/500000/348/450/img/17450348_1.jpg?shrink=330:*&_v=20220816105039,CPU 쿨러,0.0,1.0,260,423,3,120,2,67.88,29.4,129.0,,157,,,,,2,1,202207,
3RSYS Socoool RC1800 LITE (BLACK),56000.0,https://prod.danawa.com/info/?pcode=20360642&cate=11236855,3RSYS,20360642,//img.danawa.com/prod_img/500000/642/360/img/20360642_1.jpg?shrink=330:*&_v=20230531140257,CPU 쿨러,0.0,1.0,270,7,3,130,2,85,30,135.0,,156,,,,,2,3,202305,
이엠텍 레드빗 360 ARGB XT PENTA+,119710.0,https://prod.danawa.com/info/?pcode=17397248&cate=11236855,이엠텍,17397248,//img.danawa.com/prod_img/500000/248/397/img/17397248_1.jpg?shrink=330:*&_v=20230627160321,CPU 쿨러,1.0,,,295,7,120,3,53.8,35.6,,,,3.0,400,28,350,3,5,202207,
PentaWave Z06D (BLACK),56040.0,https://prod.danawa.com/info/?pcode=18881600&cate=11236855,PentaWave,18881600,//img.danawa.com/prod_img/500000/600/881/img/18881600_1.jpg?shrink=330:*&_v=20230619180228,CPU 쿨러,0.0,1.0,270,423,3,120,2,86.5,32.6,125.0,,158,,,,,2,5,202301,
Thermalright Peerless Assassin 120 SE 서린,49756.0,https://prod.danawa.com/info/?pcode=16525058&cate=11236855,Thermalright,16525058,//img.danawa.com/prod_img/500000/058/525/img/16525058_1.jpg?shrink=330:*&_v=20220615165950,CPU 쿨러,0.0,1.0,,7,2,120,2,66.17,25.6,125.0,,155,,,,,2,3,202112,
JONSBO TG-360 ARGB (BLACK),86910.0,https://prod.danawa.com/info/?pcode=20037764&cate=11236855,JONSBO,20037764,//img.danawa.com/prod_img/500000/764/037/img/20037764_1.jpg?shrink=330:*&_v=20230509155944,CPU 쿨러,1.0,,,423,3,120,3,66.19,35.4,,,,3.0,397,27,385,67,5,202305,
PCCOOLER PALADIN EX400 (BLACK),18360.0,https://prod.danawa.com/info/?pcode=19282190&cate=11236855,PCCOOLER,19282190,//img.danawa.com/prod_img/500000/190/282/img/19282190_1.jpg?shrink=330:*&_v=20230417141602,CPU 쿨러,0.0,0.0,180,7,3,120,1,73.6,28.6,130.0,,157,,,,,2,2,202303,
PCCOOLER G6 (BLACK),44700.0,https://prod.danawa.com/info/?pcode=18714860&cate=11236855,PCCOOLER,18714860,//img.danawa.com/prod_img/500000/860/714/img/18714860_1.jpg?shrink=330:*&_v=20230410153732,CPU 쿨러,0.0,1.0,250,423,7,130,2,76.85,29,130.0,,158,,,,,2,5,202301,
NZXT KRAKEN 360 RGB (WHITE),308060.0,https://prod.danawa.com/info/?pcode=19869107&cate=11236855,NZXT,19869107,//img.danawa.com/prod_img/500000/107/869/img/19869107_1.jpg?shrink=330:*&_v=20230516121158,CPU 쿨러,1.0,,,7,163,120,3,78.86,33.9,,,,3.0,394,27,400,9447,6,202304,
MSI MAG 코어리퀴드 M360 박격포,91370.0,https://prod.danawa.com/info/?pcode=20471123&cate=11236855,MSI,20471123,//img.danawa.com/prod_img/500000/123/471/img/20471123_1.jpg?shrink=330:*&_v=20230608164142,CPU 쿨러,1.0,,,419,35,120,3,78.73,34.3,,,,3.0,397,27,400,3,5,202306,
3RSYS 빙하6 M.2 SSD 방열판,7090.0,https://prod.danawa.com/info/?pcode=15794822&cate=11236855,3RSYS,15794822,//img.danawa.com/prod_img/500000/822/794/img/15794822_1.jpg?shrink=330:*&_v=20230525171905,M.2 SSD 쿨러,,,,0,0,,,,,76.0,24.0,,,,,,0,,202111,
DEEPCOOL AK500S DIGITAL (BLACK),47000.0,https://prod.danawa.com/info/?pcode=27915404&cate=11236855,DEEPCOOL,27915404,//img.danawa.com/prod_img/500000/404/915/img/27915404_1.jpg?shrink=330:*&_v=20230831123141,CPU 쿨러,0.0,0.0,240,7,3,120,1,68.99,28,125.0,,160,,,,,259,3,202308,
리안리 GALAHAD II Trinity SL-INF 360 (WHITE),280260.0,https://prod.danawa.com/info/?pcode=21551720&cate=11236855,리안리,21551720,//img.danawa.com/prod_img/500000/720/551/img/21551720_1.jpg?shrink=330:*&_v=20230717173905,CPU 쿨러,1.0,,,7,3,120,3,61.3,29,,,,3.0,397.5,27,350,523,5,202307,
DEEPCOOL ASSASSIN 4,136830.0,https://prod.danawa.com/info/?pcode=22017014&cate=11236855,DEEPCOOL,22017014,//img.danawa.com/prod_img/500000/014/017/img/22017014_1.jpg?shrink=330:*&_v=20230726121154,CPU 쿨러,0.0,1.0,280,423,3,140,2,79.1,29.3,144.0,,164,,,,,2,6,202307,
3RSYS Silence GI 120 ARGB (BLACK),14400.0,https://prod.danawa.com/info/?pcode=21437228&cate=11236855,3RSYS,21437228,//img.danawa.com/prod_img/500000/228/437/img/21437228_1.jpg?shrink=330:*&_v=20230720100852,시스템 쿨러,,,,0,0,120,1,47.21,22.6,,,,,,,,0,3,202307,
3RSYS 빙하 G5 메모리방열판 (BLACK),6900.0,https://prod.danawa.com/info/?pcode=21446975&cate=11236855,3RSYS,21446975,//img.danawa.com/prod_img/500000/975/446/img/21446975_1.jpg?shrink=330:*&_v=20230713110216,RAM 쿨러,,,,0,0,,,,,134.0,,,,,,,0,1,202307,
PCCOOLER PALADIN EX400 ARGB,22530.0,https://prod.danawa.com/info/?pcode=17002862&cate=11236855,PCCOOLER,17002862,//img.danawa.com/prod_img/500000/862/002/img/17002862_1.jpg?shrink=330:*&_v=20230309124519,CPU 쿨러,0.0,0.0,180,7,3,120,1,73.6,28.6,130.0,,157,,,,,3,2,202205,
NZXT KRAKEN 240,175776.0,https://prod.danawa.com/info/?pcode=19863779&cate=11236855,NZXT,19863779,//img.danawa.com/prod_img/500000/779/863/img/19863779_1.jpg?shrink=330:*&_v=20230420132027,CPU 쿨러,1.0,,,7,163,120,2,78.02,30.6,,,,2.0,275,30,400,9442,6,202304,
ARCTIC P12 PWM PST VALUE PACK 서린,30820.0,https://prod.danawa.com/info/?pcode=18347648&cate=11236855,ARCTIC,18347648,//img.danawa.com/prod_img/500000/648/347/img/18347648_1.jpg?shrink=330:*&_v=20221122160007,시스템 쿨러,,,,0,0,120,5,56.3,,,,,,,,,1026,6,201903,
3RSYS Socoool RC 1800 Quiet ARGB (BLACK),56710.0,https://prod.danawa.com/info/?pcode=27808964&cate=11236855,3RSYS,27808964,//img.danawa.com/prod_img/500000/964/808/img/27808964_1.jpg?shrink=330:*&_v=20230829130407,CPU 쿨러,0.0,1.0,270,7,3,120,2,47.21,22.6,125.0,,156,,,,,3,3,202308,
DEEPCOOL AK620 DIGITAL (BLACK),82690.0,https://prod.danawa.com/info/?pcode=20827883&cate=11236855,DEEPCOOL,20827883,//img.danawa.com/prod_img/500000/883/827/img/20827883_1.jpg?shrink=330:*&_v=20230710095808,CPU 쿨러,0.0,1.0,260,167,3,120,2,68.99,28,129.0,,162,,,,,259,3,202307,
NZXT KRAKEN 360,250173.0,https://prod.danawa.com/info/?pcode=19864532&cate=11236855,NZXT,19864532,//img.danawa.com/prod_img/500000/532/864/img/19864532_1.jpg?shrink=330:*&_v=20230619173656,CPU 쿨러,1.0,,,7,163,120,3,78.02,30.6,,,,3.0,394,27,400,9442,6,202304,
리안리 UNI FAN SL-INF 120 RGB WHITE (3PACK/Controller),144780.0,https://prod.danawa.com/info/?pcode=17740145&cate=11236855,리안리,17740145,//img.danawa.com/prod_img/500000/145/740/img/17740145_1.jpg?shrink=330:*&_v=20220829140443,시스템 쿨러,,,,0,0,120,3,61.3,29,,,,,,,,1551,2,202208,
발키리 GL360 ARGB (WHITE),180810.0,https://prod.danawa.com/info/?pcode=20565869&cate=11236855,발키리,20565869,//img.danawa.com/prod_img/500000/869/565/img/20565869_1.jpg?shrink=330:*&_v=20230809084642,CPU 쿨러,1.0,,300,423,3,120,3,80,29,,,,3.0,397,27,425,3,5,202306,
잘만 CNPS10X PERFORMA (BLACK),49780.0,https://prod.danawa.com/info/?pcode=14076317&cate=11236855,잘만,14076317,//img.danawa.com/prod_img/500000/317/076/img/14076317_1.jpg?shrink=330:*&_v=20230614101244,CPU 쿨러,0.0,0.0,210,7,3,135,1,75.16,27,135.0,,155,,,,,2,,202105,
쿨러마스터 MASTER AIR MA824 STEALTH,147650.0,https://prod.danawa.com/info/?pcode=21772859&cate=11236855,쿨러마스터,21772859,//img.danawa.com/prod_img/500000/859/772/img/21772859_1.jpg?shrink=330:*&_v=20230725175122,CPU 쿨러,0.0,1.0,,7,3,135,2,63.6,24.6,162.2,,165.6,,,,,2,5,202307,
Thermalright TL-C12CW-S ARGB 서린 (3PACK),21190.0,https://prod.danawa.com/info/?pcode=19280948&cate=11236855,Thermalright,19280948,//img.danawa.com/prod_img/500000/948/280/img/19280948_1.jpg?shrink=330:*&_v=20230309144341,시스템 쿨러,,,,0,0,120,3,66.17,25.6,,,,,,,,3,3,202303,
3RSYS Socoool 라니 XY 360 ARGB (BLACK),169000.0,https://prod.danawa.com/info/?pcode=18371288&cate=11236855,3RSYS,18371288,//img.danawa.com/prod_img/500000/288/371/img/18371288_1.jpg?shrink=330:*&_v=20230525171905,CPU 쿨러,1.0,,350,7,3,120,3,77,32,,,,3.0,397,27,410,579,6,202211,
Thermalright Frozen Fusion 360 ARGB (BLACK),278072.0,https://prod.danawa.com/info/?pcode=19134395&cate=11236855,Thermalright,19134395,//img.danawa.com/prod_img/500000/395/134/img/19134395_1.jpg?shrink=330:*&_v=20230224125941,CPU 쿨러,1.0,,,7,3,120,3,69,28.1,,,,3.0,394,27,400,3,6,202302,
마이크로닉스 WARP SHIELD H 히트싱크,18100.0,https://prod.danawa.com/info/?pcode=16766648&cate=11236855,마이크로닉스,16766648,//img.danawa.com/prod_img/500000/648/766/img/16766648_1.jpg?shrink=330:*&_v=20220520092737,M.2 SSD 쿨러,,,,0,0,,,,,75.0,24.5,,,,,,0,,202204,
Thermalright Assassin King 120 SE 서린,26883.0,https://prod.danawa.com/info/?pcode=17143517&cate=11236855,Thermalright,17143517,//img.danawa.com/prod_img/500000/517/143/img/17143517_1.jpg?shrink=330:*&_v=20220602170121,CPU 쿨러,0.0,0.0,,7,2,120,1,66.17,25.6,120.0,,148,,,,,2,6,202205,
이엠텍 레드빗 360 ARGB (블랙),73460.0,https://prod.danawa.com/info/?pcode=15359927&cate=11236855,이엠텍,15359927,//img.danawa.com/prod_img/500000/927/359/img/15359927_1.jpg?shrink=330:*&_v=20230228104831,CPU 쿨러,1.0,,,1830,7,120,3,53.8,35.6,,,,3.0,394,28,,3,3,202110,
darkFlash AURA DA-240 RGB (화이트),58990.0,https://prod.danawa.com/info/?pcode=14729615&cate=11236855,darkFlash,14729615,//img.danawa.com/prod_img/500000/615/729/img/14729615_1.jpg?shrink=330:*&_v=20220706104128,CPU 쿨러,1.0,,,1958,6,120,2,76.8,35.2,,,,2.0,277,27,350,3,3,202107,
이엠텍 레드빗 240 ARGB (블랙),53910.0,https://prod.danawa.com/info/?pcode=13102370&cate=11236855,이엠텍,13102370,//img.danawa.com/prod_img/500000/370/102/img/13102370_1.jpg?shrink=330:*&_v=20221128082031,CPU 쿨러,1.0,,,1831,7,120,2,53.8,35.6,,,,2.0,276.8,27,,3,3,202101,
MSI MAG 코어리퀴드 M240 박격포,72690.0,https://prod.danawa.com/info/?pcode=20470844&cate=11236855,MSI,20470844,//img.danawa.com/prod_img/500000/844/470/img/20470844_1.jpg?shrink=330:*&_v=20230608164145,CPU 쿨러,1.0,,,423,35,120,2,78.73,34.3,,,,2.0,277,27,400,3,5,202306,
Thermalright HR-10 2280 PRO 서린,28040.0,https://prod.danawa.com/info/?pcode=20765660&cate=11236855,Thermalright,20765660,//img.danawa.com/prod_img/500000/660/765/img/20765660_1.jpg?shrink=330:*&_v=20230703180637,M.2 SSD 쿨러,,,,0,0,30,1,,,90.3,23.7,,,,,,0,1,202307,
Thermalright TL-B12 EXTREM 서린,34270.0,https://prod.danawa.com/info/?pcode=15674600&cate=11236855,Thermalright,15674600,//img.danawa.com/prod_img/500000/600/674/img/15674600_1.jpg?shrink=330:*&_v=20230605182222,시스템 쿨러,,,,0,0,120,1,112,40.5,,,,,,,,2,,202110,
이엠텍 레드빗 240 RGB (블랙),48360.0,https://prod.danawa.com/info/?pcode=15455075&cate=11236855,이엠텍,15455075,//img.danawa.com/prod_img/500000/075/455/img/15455075_1.jpg?shrink=330:*&_v=20230228104915,CPU 쿨러,1.0,,,1831,7,120,2,53.8,35.6,,,,2.0,276.8,27,,3,3,202110,
Thermalright Assassin X 120 Refined SE ARGB 서린,27812.0,https://prod.danawa.com/info/?pcode=16209023&cate=11236855,Thermalright,16209023,//img.danawa.com/prod_img/500000/023/209/img/16209023_1.jpg?shrink=330:*&_v=20220704124215,CPU 쿨러,0.0,0.0,,7,2,120,1,66.17,25.6,120.0,,148,,,,,3,3,202112,
darkFlash Twister DX-360 V2.6 ARGB (블랙),108810.0,https://prod.danawa.com/info/?pcode=18076145&cate=11236855,darkFlash,18076145,//img.danawa.com/prod_img/500000/145/076/img/18076145_1.jpg?shrink=330:*&_v=20221024162527,CPU 쿨러,1.0,,,423,7,120,3,51,32,,,,3.0,394,27,450,11,5,202210,
JONSBO CR-1000 EVO AUTO RGB (BLACK),23750.0,https://prod.danawa.com/info/?pcode=27685838&cate=11236855,JONSBO,27685838,//img.danawa.com/prod_img/500000/838/685/img/27685838_1.jpg?shrink=330:*&_v=20230822085925,CPU 쿨러,0.0,0.0,220,7,3,120,1,59.48,32,120.0,,154,,,,,3,3,202308,
NZXT KRAKEN ELITE 360 RGB (WHITE),430205.0,https://prod.danawa.com/info/?pcode=19870574&cate=11236855,NZXT,19870574,//img.danawa.com/prod_img/500000/574/870/img/19870574_1.jpg?shrink=330:*&_v=20230516120954,CPU 쿨러,1.0,,,7,163,120,3,78.86,33.9,,,,3.0,394,27,400,9447,6,202304,
NZXT F120 RGB DUO Matte White (1PACK),40520.0,https://prod.danawa.com/info/?pcode=18748277&cate=11236855,NZXT,18748277,//img.danawa.com/prod_img/500000/277/748/img/18748277_1.jpg?shrink=330:*&_v=20230116090606,시스템 쿨러,,,,0,0,120,1,48.58,29,,,,,,,,3,2,202301,
3RSYS Socoool RC1800 ARGB (WHITE),66300.0,https://prod.danawa.com/info/?pcode=18294509&cate=11236855,3RSYS,18294509,//img.danawa.com/prod_img/500000/509/294/img/18294509_1.jpg?shrink=330:*&_v=20230614093500,CPU 쿨러,0.0,1.0,270,7,3,130,2,85,30,135.0,,156,,,,,3,3,202211,
3RSYS Socoool 라니 SE 360 ARGB (BLACK),114660.0,https://prod.danawa.com/info/?pcode=18371234&cate=11236855,3RSYS,18371234,//img.danawa.com/prod_img/500000/234/371/img/18371234_1.jpg?shrink=330:*&_v=20230525171905,CPU 쿨러,1.0,,330,7,3,120,3,77,32,,,,3.0,397,27,410,515,6,202211,
DEEPCOOL AK620 (BLACK),84000.0,https://prod.danawa.com/info/?pcode=15279728&cate=11236855,DEEPCOOL,15279728,//img.danawa.com/prod_img/500000/728/279/img/15279728_1.jpg?shrink=330:*&_v=20220926155301,CPU 쿨러,0.0,1.0,260,167,3,120,2,68.99,28,129.0,,160,,,,,2,3,202109,
DEEPCOOL AK400 (BLACK),29800.0,https://prod.danawa.com/info/?pcode=17640323&cate=11236855,DEEPCOOL,17640323,//img.danawa.com/prod_img/500000/323/640/img/17640323_1.jpg?shrink=330:*&_v=20220823145141,CPU 쿨러,0.0,0.0,220,7,3,120,1,66.47,29,127.0,,155,,,,,2,3,202208,
DEEPCOOL LT720 (BLACK),170760.0,https://prod.danawa.com/info/?pcode=18236969&cate=11236855,DEEPCOOL,18236969,//img.danawa.com/prod_img/500000/969/236/img/18236969_1.jpg?shrink=330:*&_v=20230217094105,CPU 쿨러,1.0,,300,423,163,120,3,85.85,32.9,,,,3.0,402,27,410,3,5,202211,
NZXT KRAKEN 280 RGB (WHITE),259000.0,https://prod.danawa.com/info/?pcode=19868678&cate=11236855,NZXT,19868678,//img.danawa.com/prod_img/500000/678/868/img/19868678_1.jpg?shrink=330:*&_v=20230516121223,CPU 쿨러,1.0,,,7,163,140,2,90.79,34.5,,,,2.0,315,30,400,9447,6,202304,
쿨러마스터 HYPER 622 HALO (WHITE),69300.0,https://prod.danawa.com/info/?pcode=22041824&cate=11236855,쿨러마스터,22041824,//img.danawa.com/prod_img/500000/824/041/img/22041824_1.jpg?shrink=330:*&_v=20230726123808,CPU 쿨러,0.0,1.0,,7,3,120,2,51.88,27,125.0,,157,,,,,3,2,202307,
잘만 CNPS4X (BLACK),15400.0,https://prod.danawa.com/info/?pcode=19130672&cate=11236855,잘만,19130672,//img.danawa.com/prod_img/500000/672/130/img/19130672_1.jpg?shrink=330:*&_v=20230224085549,CPU 쿨러,0.0,0.0,150,1031,7,92,1,38.96,29,95.0,,135,,,,,2,,202302,
리안리 UNI FAN SL140 V2 WHITE (1PACK),42590.0,https://prod.danawa.com/info/?pcode=18715571&cate=11236855,리안리,18715571,//img.danawa.com/prod_img/500000/571/715/img/18715571_1.jpg?shrink=330:*&_v=20230110143246,시스템 쿨러,,,,0,0,140,1,77.6,29,,,,,,,,515,2,202301,
JIUSHARK JF100RS Crystal (WHITE),20000.0,https://prod.danawa.com/info/?pcode=18788129&cate=11236855,JIUSHARK,18788129,//img.danawa.com/prod_img/500000/129/788/img/18788129_1.jpg?shrink=330:*&_v=20230530181604,CPU 쿨러,0.0,0.0,220,7,3,100,1,47.54,29.8,100.0,,131,,,,,2,1,202301,
NOCTUA NH-D15,151130.0,https://prod.danawa.com/info/?pcode=2996635&cate=11236855,NOCTUA,2996635,//img.danawa.com/prod_img/500000/635/996/img/2996635_1.jpg?shrink=330:*&_v=20230426155050,CPU 쿨러,0.0,1.0,,423,3,140,2,82.51,24.6,150.0,,165,,,,,0,,201502,
LEADCOOL SU LTC-240 ARGB (블랙),87000.0,https://prod.danawa.com/info/?pcode=19306217&cate=11236855,LEADCOOL,19306217,//img.danawa.com/prod_img/500000/217/306/img/19306217_1.jpg?shrink=330:*&_v=20230410143337,CPU 쿨러,1.0,,,933,7,120,2,72,29.5,,,,2.0,277,27,350,7,5,202303,
NZXT KRAKEN 280,194373.0,https://prod.danawa.com/info/?pcode=19864265&cate=11236855,NZXT,19864265,//img.danawa.com/prod_img/500000/265/864/img/19864265_1.jpg?shrink=330:*&_v=20230420132244,CPU 쿨러,1.0,,,7,163,140,2,99.68,32.1,,,,2.0,315,30,400,9442,6,202304,
ARCTIC P12 PWM PST 서린 (white/white),8330.0,https://prod.danawa.com/info/?pcode=18347999&cate=11236855,ARCTIC,18347999,//img.danawa.com/prod_img/500000/999/347/img/18347999_1.jpg?shrink=330:*&_v=20221122160230,시스템 쿨러,,,,0,0,120,1,56.3,,,,,,,,,1026,6,201909,
ASUS TUF Gaming LC 240 ARGB,71500.0,https://prod.danawa.com/info/?pcode=15015296&cate=11236855,ASUS,15015296,//img.danawa.com/prod_img/500000/296/015/img/15015296_1.jpg?shrink=330:*&_v=20220630160737,CPU 쿨러,1.0,,,518,2,120,2,67,29,,,,2.0,272,27,380,35,6,202108,
마이크로닉스 WARP C1 M.2 히트싱크,3570.0,https://prod.danawa.com/info/?pcode=15294875&cate=11236855,마이크로닉스,15294875,//img.danawa.com/prod_img/500000/875/294/img/15294875_1.jpg?shrink=330:*&_v=20220124095856,M.2 SSD 쿨러,,,,0,0,,,,,71.5,22.0,,,,,,0,,202109,
darkFlash Ellsworth S21 (블랙),25890.0,https://prod.danawa.com/info/?pcode=18633506&cate=11236855,darkFlash,18633506,//img.danawa.com/prod_img/500000/506/633/img/18633506_1.jpg?shrink=330:*&_v=20230103105841,CPU 쿨러,0.0,0.0,210,519,7,120,1,81.2,30.2,130.0,,157,,,,,2,1,202301,
잘만 CNPS80G Rev.3,8550.0,https://prod.danawa.com/info/?pcode=17984129&cate=11236855,잘만,17984129,//img.danawa.com/prod_img/500000/129/984/img/17984129_1.jpg?shrink=330:*&_v=20230629174858,CPU 쿨러,0.0,2.0,65,7,7,85,1,31.1,28,102.0,,50,,,,,2,,202210,
Thermalright FROZEN HORIZON 360 ARGB 서린 (WHITE),174810.0,https://prod.danawa.com/info/?pcode=17739581&cate=11236855,Thermalright,17739581,//img.danawa.com/prod_img/500000/581/739/img/17739581_1.jpg?shrink=330:*&_v=20221117143331,CPU 쿨러,1.0,,,423,2,120,3,69,28.1,,,,3.0,397,27,450,3,6,202208,
앱코 T360 테티스 풀체인지 ARGB (화이트),131500.0,https://prod.danawa.com/info/?pcode=20541464&cate=11236855,앱코,20541464,//img.danawa.com/prod_img/500000/464/541/img/20541464_1.jpg?shrink=330:*&_v=20230614141501,CPU 쿨러,1.0,,320,167,165,120,3,75.93,36.1,,,,3.0,397,27,450,7,5,202306,
CORSAIR iCUE LINK H100i RGB,286680.0,https://prod.danawa.com/info/?pcode=21440072&cate=11236855,CORSAIR,21440072,//img.danawa.com/prod_img/500000/072/440/img/21440072_1.jpg?shrink=330:*&_v=20230818172021,CPU 쿨러,1.0,,,423,131,120,2,63.1,37,,,,,277,27,400,1027,6,202307,
에너맥스 LIQMAX III ARGB 360 (블랙),126000.0,https://prod.danawa.com/info/?pcode=11015937&cate=11236855,에너맥스,11015937,//img.danawa.com/prod_img/500000/937/015/img/11015937_1.jpg?shrink=330:*&_v=20221220153255,CPU 쿨러,1.0,,360,934,6,120,3,72.1,27,,,,3.0,394,27,400,3,5,202004,
PCCOOLER PALADIN 400 ARGB,35010.0,https://prod.danawa.com/info/?pcode=14705225&cate=11236855,PCCOOLER,14705225,//img.danawa.com/prod_img/500000/225/705/img/14705225_1.jpg?shrink=330:*&_v=20230614093430,CPU 쿨러,0.0,0.0,200,7,3,130,1,81,28.6,130.0,,157,,,,,3,2,202107,
NOCTUA NH-L9a-AM4,73680.0,https://prod.danawa.com/info/?pcode=5592415&cate=11236855,NOCTUA,5592415,//img.danawa.com/prod_img/500000/415/592/img/5592415_1.jpg?shrink=330:*&_v=20210730150927,CPU 쿨러,0.0,3.0,95,0,2,92,1,,23.6,114.0,,37,,,,,2,,201710,
NZXT KRAKEN 240 RGB (WHITE),222660.0,https://prod.danawa.com/info/?pcode=19868501&cate=11236855,NZXT,19868501,//img.danawa.com/prod_img/500000/501/868/img/19868501_1.jpg?shrink=330:*&_v=20230516121242,CPU 쿨러,1.0,,,7,163,120,2,78.86,33.9,,,,2.0,275,30,400,9447,6,202304,
LEADCOOL POONG AC-6200 BOOSTER ARGB,48990.0,https://prod.danawa.com/info/?pcode=20512169&cate=11236855,LEADCOOL,20512169,//img.danawa.com/prod_img/500000/169/512/img/20512169_1.jpg?shrink=330:*&_v=20230707165637,CPU 쿨러,0.0,1.0,250,807,7,120,2,75.8,29.5,125.0,,158,,,,,3,3,202306,
DEEPCOOL GAMMAXX 400 XT (BLACK),29000.0,https://prod.danawa.com/info/?pcode=12447437&cate=11236855,DEEPCOOL,12447437,//img.danawa.com/prod_img/500000/437/447/img/12447437_1.jpg?shrink=330:*&_v=20220927150613,CPU 쿨러,0.0,0.0,180,7,3,120,1,56.5,27,129.0,,157,,,,,3,1,202010,
JIUSHARK JF100RS Crystal ARGB (BLACK),21000.0,https://prod.danawa.com/info/?pcode=18788165&cate=11236855,JIUSHARK,18788165,//img.danawa.com/prod_img/500000/165/788/img/18788165_1.jpg?shrink=330:*&_v=20230421155110,CPU 쿨러,0.0,0.0,220,7,3,100,1,47.54,29.8,100.0,,131,,,,,3,1,202301,
Thermalright Peerless Assassin 120 WHITE 서린,71613.0,https://prod.danawa.com/info/?pcode=15674933&cate=11236855,Thermalright,15674933,//img.danawa.com/prod_img/500000/933/674/img/15674933_1.jpg?shrink=330:*&_v=20230110145352,CPU 쿨러,0.0,1.0,,423,2,120,2,66.17,25.6,125.0,,157,,,,,2,6,202111,
에너맥스 ETS-F40-FS ARGB (블랙),48500.0,https://prod.danawa.com/info/?pcode=14422412&cate=11236855,에너맥스,14422412,//img.danawa.com/prod_img/500000/412/422/img/14422412_1.jpg?shrink=330:*&_v=20210713145824,CPU 쿨러,0.0,0.0,200,1958,6,140,1,74.33,23,140.0,,158,,,,,3,5,202106,
CORSAIR iCUE LINK QX120 RGB Expansion KIT (BLACK),57520.0,https://prod.danawa.com/info/?pcode=20747891&cate=11236855,CORSAIR,20747891,//img.danawa.com/prod_img/500000/891/747/img/20747891_1.jpg?shrink=330:*&_v=20230630181433,시스템 쿨러,,,,0,0,120,1,63.1,37,,,,,,,,515,5,202306,
ARCTIC P14 PWM PST VALUE PACK 서린,40400.0,https://prod.danawa.com/info/?pcode=18348185&cate=11236855,ARCTIC,18348185,//img.danawa.com/prod_img/500000/185/348/img/18348185_1.jpg?shrink=330:*&_v=20221122161024,시스템 쿨러,,,,0,0,140,5,72.8,,,,,,,,,1026,6,201906,
3RSYS SILENCE XY 120 ARGB (WHITE),12300.0,https://prod.danawa.com/info/?pcode=18294437&cate=11236855,3RSYS,18294437,//img.danawa.com/prod_img/500000/437/294/img/18294437_1.jpg?shrink=330:*&_v=20230605124929,시스템 쿨러,,,,0,0,120,1,51.43,25.1,,,,,,,,3,3,202211,
be quiet DARK ROCK TF 2,138470.0,https://prod.danawa.com/info/?pcode=15345281&cate=11236855,be quiet,15345281,//img.danawa.com/prod_img/500000/281/345/img/15345281_1.jpg?shrink=330:*&_v=20230421172851,CPU 쿨러,0.0,2.0,230,167,3,135,2,,27.1,140.0,,134,,,,,2,,202109,
